"",company_name,website,Email,phone_no_0,phone_no_1,phone_no_2,phone_no_3,phone_no_4,phone_no_5,phone_no_6,phone_no_7,phone_no_8,phone_no_9
684,Rupkatha Housing (Pvt.) Ltd.,http://www.rupkathahousing.com/,rupkatha_housing@yahoo.com,88029514909,8801713030309,"","","","","","","",""
685,Rupokar Developers Limited,"",rupokarltd@yahoo.com,8801777519787,"","","","","","","","",""
686,S And D Sweet Home Developers Ltd.,http://www.sdsweethome.com/,snddevelopersbd@gmail.com,8801842310500,8801840142929,"","","","","","","",""
687,S F Design and Developments Limited,http://www.sfddlbd.com/,sfddlbd@gmail.com,8809606991311,"","","","","","","","",""
688,S.A. Khaleque Property Development Limited,"",sakpdl.dhaka@gmail.com,88025805475859,880171126770,8801768017700,"","","","","","",""
689,S.A. Real Estate (Pvt.) Ltd.,http://www.sarealstatebd.com/,s.a.realestate.bd@gmail.com,88028333785,"","","","","","","","",""
690,S.S. Homes Ltd,"",s.shomes@yahoo.com,8871971,"","","","","","","","",""
691,Saba Properties Ltd.,"",sabagroup2004@gmail.com,8802222284002,9884002,"","","","","","","",""
692,Sabbir Real Estate (Pvt.) Limited,"",srel.hr2019@gmail.com,8802865112835,8801712043115,8801713380911,"","","","","","",""
693,SAF Holdings Limited,"",safholdings@yahoo.com,312855155,"","","","","","","","",""
694,Safa Marwah Housing Ltd.,http://www.smgroupbd.com/,info.19smhl@gmail.com,8802222241241,8802222241242,8801823073773,8801823073774,"","","","","",""
695,Saff Associates Limited,"",saffal2010@yahoo.com,8801729092973,92165302,"","","","","","","",""
696,Safid Star Properties Limited,http://www.safidstarpropertiesltd.com/,safetissue@gmail.com,88028920467,8801975623643,"","","","","","","",""
697,Sagufta City Developers Ltd.,http://www.saguftagroup.com/,info@saguftagroup.com,8809678771693,"","","","","","","","",""
698,Sagufta N M Housing Ltd.,http://www.saguftagroup.com/,info@saguftagroup.com,8809678771693,"","","","","","","","",""
699,Saima Properties (Pvt.) Ltd.,"",saimapropertiespvtltd24@gmail.com,8801817743387,"","","","","","","","",""
700,Saimon Properties Ltd.,https://www.saimonproperties.com/,saimonproperties@yahoo.com,8802841625859,8801712182967,"","","","","","","",""
701,Sajeeb Homes Ltd.,"",sajeebhomesltd@gmail.com,8150237,9116944,"","","","","","","",""
702,Sakura Holdings Ltd.,http://www.sakuraholdings.com/,sakuraholdings@gmail.com,8801840217500,8801711721452,"","","","","","","",""
703,Samadhan Properties Limited,"",samadhanpl@yahoo.com,88028714391,88029611827,9614390,"","","","","","",""
704,Samata Properties Ltd.,http://www.samatagroup.com/,info@samatagroup.com,88029855883,"","","","","","","","",""
705,Samin Developments Limited,http://www.samindevelopmentsltd.com/,samindevelopmentsltd2011@gmail.com,8801979373717,8801910999111,8801755200233,"","","","","","",""
706,Sampan Developments Limited,http://www.sampandevelopmentsltd.com/,sampandev@yahoo.com,9563922,9564094,"","","","","","","",""
707,Sanmar Properties Ltd.,http://www.mysanmar.com/,saleembs@mysanmar.com,8801713376364,"","","","","","","","",""
708,Sara Builders Ltd.,"",sarabuilders_044@yahoo.com,88028143276,8105060,81015012,"","","","","","",""
709,Sara Properties Ltd.,http://www.sarapropertiesbd.com/,saraproperties2022@gmail.com,255025156,8801552323693,8801911353053,8801707353053,"","","","","",""
710,Sara Real Estate Construction Limited,"","",88029571291,"","","","","","","","",""
711,Sarder Developments Ltd.,http://www.alchartyfounation.org/,sarder49@yahoo.com,27451960,"","","","","","","","",""
712,Sarker Builders & Developers Ltd.,"",sbdlmail@yahoo.com,88028932136,"","","","","","","","",""
713,Sarker Properties & Developments Ltd.,http://www.sarkerpropertiesltd.com/,info@sarkerpropertiesltd.com,8801911997721,8801912463780,8801827176835,"","","","","","",""
714,Sauni Apartments Ltd.,http://www.sauniapartmentsltd.com/,sauniapartment98@gmail.com,880258313990,"","","","","","","","",""
715,Scion Asset Developers Ltd.,http://www.sciongroupbd.com/,scionasset@gmail.com,8801611556617,"","","","","","","","",""
716,Sea Shell Properties Ltd.,http://www.bluecity.com.bd/,info@bluecity.com.bd,28954773,8954324,"","","","","","","",""
717,Secure Property Management Ltd.,http://www.secure-bd.com/,secure_pml@yahoo.com,8801727606031,9638100001,"","","","","","","",""
718,Sena Kalyan Construction & Development Ltd.,http://www.senakalyandevelopment.org/,skcd.sks@gmail.com,8801769056470,880255058323,"","","","","","","",""
719,Seth Properties Ltd.,http://www.sethgroupbd.com/,info@sethgroupbd.com,2333363685,"","","","","","","","",""
720,Seven Properties Limited,http://www.sevenproperties.net/,sevenprop@gmail.com,880225571134,2553998,"","","","","","","",""
721,Shad Properties Ltd.,"",ahosunhabib55@gmail.com,8801853555118,"","","","","","","","",""
722,Shadow Properties Ltd.,"","",88029564773,"","","","","","","","",""
723,Shahara Real Estate Ltd.,http://www.shahararealestate.com/,info@shahararealestate.com,"",88028629172,88028629173,"","","","","","",""
724,Shahjalal Land And Apartment Co. Ltd.,"","",88028850837,9850837,"","","","","","","",""
725,Shahriar Development Limited,http://www.shahriardevelopmentltd.com/,shahriardevelopment2019@gmail.com,8801786490132,8801745215357,8801893823322,"","","","","","",""
726,Shajan Housing Limited,"",nabashajan@gmail.com,880241050060,880241050061,880241050059,8801733404800,"","","","","",""
727,Shalizar Properties Limited,"",info@shalizerproperties.com,880258814859,58814264,"","","","","","","",""
728,Shamsul Alamin Real Estate Limited,https://sarebd.co/,sarel.sag@gmail.com,8802956783940,9564507,"","","","","","","",""
729,Shanta Holdings Limited,http://www.shantaholdings.com/,marketing@shantaholdings.com,8809638222777,"","","","","","","","",""
730,Shantinagar Property Development Company Limited,http://www.skyviewbd.com/,info@skyviewbd.com,58311176,222220034,222221466,"","","","","","",""
731,Shapna Bilash Abason Ltd.,http://www.sawpnabilashbd.com/,sawpnabilash@yahoo.com,880247116748,2223355020,"","","","","","","",""
732,Shaptak Grihayan Limited,http://www.shaptak.com/,info@shaptak.com,88029613492,88029613502,88029614110,88029614254,"",9611686134,9611686135,8801711541537,"",""
733,Share & Care Developers Ltd.,"",md@sharencaregroup.com,88028144116,9123952,"","","","","","","",""
734,Shareef Real Estate Ltd.,"","",88029888246,"","","","","","","","",""
735,Sharif Housing Company Limited,"",sharifml@bdmail.net,88029124582,8125531,"","","","","","","",""
736,Shatabdi Housing Limited,"",shatabdihl@gmail.com,8801711534449,"","","","","","","","",""
737,Shatabdi Properties & Developers Limited,"",shatabdiproperties.dl@gmail.com,8801711534449,"","","","","","","","",""
738,Sheba Holdings Ltd.,http://www.shebaholdings.com/,info.shebaholdings@gmail.com,09617222 333,8801711347785,8801711465010,"","","","","","",""
739,Sheltech (Pvt.) Ltd.,http://www.sheltech-bd.com/,info@sheltech-bd.com,9606445500,"","","","","","","","",""
740,Shelter Housing Limited,"",housing.ltd@gmail.com,88029341872,9512619,7119079,"","","","","","",""
741,Shine Matrix Builders Ltd.,"",smbuildersctg@gmail.com,8801817715269,"","","","","","","","",""
742,Shourav Properties Ltd.,http://www.shouravgroup-bd.com/,shourav@hotmail.com,2222260615,"","","","","","","","",""
743,Shubornobhumi Housing Limited,http://www.shubornobhumi.com/,shubornobhumi@psgbd.com,88028878800,"","","","","","","","",""
744,Shuchana Development Limited,http://www.shuchana.com/,shuchana_org@yahoo.com,8802961521,"","","","","","","","",""
745,Shuchana Greehayon Limited.,"",shuchanagreehayon@yahoo.com,88029884424,"","","","","","","","",""
746,Shuvechha Builders Ltd,http://www.shuvechha.com/,shuvechhaltd@gmail.com,2223344440,8801559000000,"","","","","","","",""
747,Sidrat Saif Developer And Construction Company Limited,http://www.ssdccl.com/,s.m.shahid10@gmail.com,"",8801707117113,"","","","","","","",""
748,Sierra Properties (Pvt.) Ltd.,http://www.sierrapropertiesbd.com/,sierrabdinfo@gmail.com,8801712614324,"","","","","","","","",""
749,Signature Living Limited,https://signaturegroupbd.net/,sufian@signaturegroupbd.net,880258810022,8801618253545,"","","","","","","",""
750,Sikder Foundation Limited,http://www.sikderfoundationbd.com/,sikder@sikderfoundation.com,88 01711270238,88028416369,"","","","","","","",""
751,Silver Developers Ltd,http://silverdevelopersltd.com/,farukgoldsilver@yahoo.com,8801712999980,"","","","","","","","",""
752,Silver Spring Properties Limited,"",slvspring@gmail.com,88028711714,9859526,"","","","","","","",""
753,Simco Holdings Ltd.,http://www.simcoholdings.org/,simco@simcocorp.com,8801778472412,"","","","","","","","",""
754,Sisvas Developments Limited,http://www.sisvas.com/,info@sisvas.com,"","","","","","","","","",""
755,Skan Holdings Limited,"",kaiyum-simi@yahoo.com,312528457,2528458,"","","","","","","",""
756,Sky View Foundation Ltd.,http://www.skyviewbd.com/,info@skyviewbd.com,880258311176,88222220034,88222221466,"","","","","","",""
757,Skycity Properties Ltd.,http://www.skycitybd.com/,skycity_properties@yahoo.com,29331464,29331345,8801798477777,"","","","","","",""
758,Skytouch Apartments Limited,http://www.skytouchapartment.com/,skytouch@agni.com,8801716148255,8801717158863,8801819239426,"","","","","","",""
759,Skytouch Design & Holdings Ltd.,http://www.sdhlbd.com/,sdhlnet@gmail.com,880255087520,8801329655828,8801715805514,"","","","","","",""
760,SM Aabashon Ltd.,http://www.dhakavillage.com/,info@dhakavillage.com,880255086960,880255086961,880255086962,"","","","","","",""
761,Smart Properties Ltd.,http://www.smartpropertiesbd.com/,z.islam@smartbd.com,880258157002,"","","","","","","","",""
762,SmartTech Properties Ltd,http://www.spl.com.bd/,marsbd@yahoo.com,8801927442244,8801711507850,"","","","","","","",""
763,Sobuj Saya Abason Project Ltd.,http://www.sobujsayagroup.com/,info@sobujsayagroup.com,880255111697,55111698,8801796582223,"","","","","","",""
764,Somerset Properties Ltd.,http://www.somersetbd.com/,info@somersetbd.com,880171317303135,88028080571,58070962,58071191,"","","","","",""
765,South Asian Builders & Technologies Ltd.,http://www.sabtl.com/,info@sabtl,9111329,8120635,"","","","","","","",""
766,South Breeze Housing (Pvt.) Limited,http://www.southbreezebd.com/,email@southbreezebd.com,88025504221114,880255042216,"","","","","","","",""
767,Southasia Development Ltd.,"",infosg09@gmail.com,88029513885,8801819020434,"","","","","","","",""
768,Southeast Land Development (Pvt.) Ltd.,https://www.southeastlandlta.com/,southeastalam@gmail.com,88028415255,"","","","","","","","",""
769,Southern Housing Limited,"",southernhousinglimited@gmail.com,8801715017793,8801744545668,"","","","","","","",""
770,Southern Real Estate Ltd.,http://www.southernreal.com/,southerninfo@yahoo.com,880296126113,"","","","","","","","",""
771,Space Design & Development (Pvt.) Ltd.,http://www.spacedesignbd.com/,sddlbd@yahoo.com,88029126937,8100374,8100375,"","","","","","",""
772,Spacezero Limited,http://www.spacezeroltd.com/,nasmeen@volumezeroltd.com,55035669  72,"","","","","","","","",""
773,Spectra Properties Limited,http://www.spectragroup.com.bd/,spectra_apt@yahoo.com,880255059994,55059997,"","","","","","","",""
774,Sphere Engineers Limited,http://www.sphere-egineers.com/,masumth@gmail.com,8801973042567,8801973063289,"","","","","","","",""
775,Spring Field Developments Ltd.,http://www.springfieldbd.com/,info@springfieldbd.com,2222295548,2222293460,2222295341,2222261544,8801912132500,"","","","",""
776,Square Feet Housing Limited,http://www.sfhl-bd.com/,coltaher@gmail.com,"",80808012,"","","","","","","",""
777,Square Homes Ltd.,"",aqhltd@hrawork.com,8801711526380,"","","","","","","","",""
778,Srizoni Developers Ltd.,"","",88029015652,"","","","","","","","",""
779,SS Builders And Developers Ltd.,"",ssbdl142@gmail.com,8801720639811,8801819213808,"","","","","","","",""
780,Standard Builders Ltd,http://www.standardbuildersltd.com/,sblltdbd@gmail.com,880241010088,880241010089,8801711528371,"","","","","","",""
781,Standard Construction Limited,http://www.scl.bd.com/,ssl.bd@hotmail.com,88028410453,88028410454,8801713004427,"","","","","","",""
782,Standard Design and Development Ltd.,http://www.sddlbd.net/,sddl.info@gmail.com,88029569393,"","","","","","","","",""
783,Starlit Homes Ltd.,http://www.starlit.com.bd/,starlithomessltd@gmail.com,"",8801711142280,"","","","","","","",""
784,Starpath Holdings Limited,http://www.starpathholdings.com/,info@starpathholdings.com,55045231,55045232,55045233,"","","","","","",""
785,STC Properties Ltd.,http://www.stcgroupbd.org/,info@stcgroupbd.org,88029353993,9353994,"","","","","","","",""
786,Sthapona Real Estate Limited.,http://www.srebd.com/,sthaponarealestateltd@gmail.com,8801716077225,8801670362156,"","","","","","","",""
787,Stripling Properties Ltd.,http://www.striplingpropertiesltd.com/,spltd_08@yahoo.com,880258314778,8801745795285,"","","","","","","",""
788,Structure Housing & Developments Ltd.,http://www.shdlbd.com/,info@shdlbd.com,88028715604,"","","","","","","","",""
789,Suad Builders Ltd.,http://www.suad.group.com/,suadbuilders@gmail.com,8801715752176,8801910732307,8801958512932,8801958512930,"","","","","",""
790,Subashati Properties Limited,"",subashati@yahoo.com,31624091,8801974080996,"","","","","","","",""
791,Suchana Properties Limited,"",engrutpal12@gmail.com,28414080,8801531604108,8801611329904,"","","","","","",""
792,Suvastu Properties Ltd.,http://www.suvastuproperties.com/,info@suvastu.com,8802222290482,8802222263762,"","","","","","","",""
793,Swadesh Properties Limited,http://www.swadeshproperties.com/,info@swadeshproperties.com,88028851608,"","","","","","","","",""
794,Swan Properties Ltd.,http://www.swan-family.com/,swaninfo@swan-family.com,88029895758,8824998,9880335,9886519,9882502,"","","","",""
795,Swapnabilash Holdings Ltd.,http://www.shapnabilashbd.com/,sawpnabilash@yahoo.com,880247116748,8802223355020,"","","","","","","",""
796,Sweet Dream Management Limited,"",airbellctg@gmail.com,31285393132,255035731,"","","","","","","",""
797,Systech Construction & Development Ltd.,http://www.systech-bd.com/,sirajminhaj@yahoo.com,8801841888880,8801715370349,"","","","","","","",""
798,Systech Properties Ltd.,http://www.systech-bd.com/,systech.minhaj@gmail.com,8801841888877,"","","","","","","","",""
799,T Mollik Enterprise & Properties Ltd.,http://www.mollikenterprisebd.com/,mamollikenterprise@gmail.com,8801713292211,8801911102844,"","","","","","","",""
800,Takwa Properties (Pvt.) Limited,http://www.takwabd.com/,takwaproperties@yahoo.com,312511330,2516445,8801670498183,880171842326,"","","","","",""
801,Tani Construction Ltd.,http://www.taniconstructionltd.com/,info@taniconstructionltd.com,880258950115,8801819211182,"","","","","","","",""
802,Tanin Kunja Housing Prokalpa Ltd.,http://www.taningroupbd.com/,tanninhousing@taningroup.com,88029007516,8713578,"","","","","","","",""
803,Taspia Properties Ltd.,http://www.taspiaproperties.com/,taspiaproperties@yahoo.com,88028817162,8817610,8801750152500,"","","","","","",""
804,Team Developers Limited,https://www.tdl.com.bd/,tdl_imp@team.com.bd,8801919253767,8801711529944,"","","","","","","",""
805,Techven Properties Ltd.,http://www.techvenbd.com/,techven@yahoo.com,88028715837,8715839,8712024,"","","","","","",""
806,Tepantor Housing Company Ltd.,http://www.tepantorgroup.comn/,info@tepantorgroup.comn,88028922052,"","","","","","","","",""
807,Terranova Developments Limited,http://www.terranovadevelopments.com.bd/,info@terranovadevelopments.com.bd,880241090921,880241090922,880241090923,880241090924,"","","","","",""
808,TH Development Ltd.,http://www.thdlbd.com/,thdevelopment2007@gmail.com,8801711982420,29833466,"","","","","","","",""
809,The Bengal One Creation Limited,http://www.boclbd.com/,dargoc@gmail.com,88 029671274,"","","","","","","","",""
810,The Civil Engineers Limited,"",tcel@accesstel.net,"","","","","","","","","",""
811,The Elegant Engineers Limited,http://www.theelegantgroupbd.com/,ashiq.elegant.group@gmail.com,255123769,8801753340078,"","","","","","","",""
812,The Structural Engineers Ltd.,http://www.sel.com.bd/,info@sel.com.bd,88029116572,8127257,8154294,81255408,880171574983,"","","","",""
813,Theme Engineers Limited,http://www.themengineersltd.com/,theme_engineers@yahoo.com,88028611191,"","","","","","","","",""
814,Times Developers Limited,http://www.timesdevelopers.com/,timesdevelopers@gmail.com,8801713002642,"","","","","","","","",""
815,TM Assets Ltd.,http://www.tmassets.bd.com/,tr_civil@yahoo.com,8837446,8837420,"","","","","","","",""
816,TMT Property Management Ltd.,http://www.tmtproperty.com/,tmt.property@gmail.com,8801713518521,8801819170000,"","","","","","","",""
817,Tokyo Development Engineers Ltd.,http://www.tokyobd.com/,tokyobdinfo@yahoo.com,880255085767,880255088865,8801619778899,8801811418789,"","","","","",""
818,Tokyo H Power Properties Ltd.,http://www.tokyahpowerproperties.com/,info@tokyohpowerpropertiesltd.com,9678886886,8801713022388,"","","","","","","",""
819,Toma Properties Ltd.,http://www.tomaproperties.com.bd/,tomaproltd@gmail.com,88028333366,88028333183,88028333184,"","","","","","",""
820,Total Barakah Housing Bangladesh Limited,http://www.barakahhousing.com.bd/,info@barakahhousing.com.bd,880255050368,8801844484893,"","","","","","","",""
821,Total Real Estate Limited,http://www.totalgroup-bd.com/,sadek@totalgroup-bd.com,88028832566,88028832567,"","","","","","","",""
822,Tower Hamlet Prorerties Limited,http://www.towerhamletproperties.com/,towerhamletproperties@gmail.com,8801958502283,"","","","","","","","",""
823,Trade Circle Properties Ltd,"",tcdl.ten@gmail.com,88028035391,8801745062098,8801790593771,"","","","","","",""
824,Transparent Holdings Ltd.,http://www.transparentholdings.com/,info@transparentholdings.com,880289895857,"","","","","","","","",""
825,Trinity Developments Ltd.,http://www.trinity-dl.com/,nabintrinity@gmail.com,88029612610,9670550,"","","","","","","",""
826,Tristar Engineers & Construction Ltd.,"","",880207168314,"","","","","","","","",""
827,Tropical Homes Ltd.,http://www.tropicalhomesltd.com/,info@tropicalhomesltd.com,880258614280,58614260,586140624,"","","","","","",""
828,True Builders Ltd.,http://www.eacbd.com/,trade.eacbd@gmail.com,88029561610,"","","","","","","","",""
829,Trust Asset Ltd.,http://mizanna30@yahoo.com/,mizanna30@yahoo.com,"","","","","","","","","",""
830,Ultimate Property Development Ltd.,"",deen1856@gmail.com,8801713311724,74162062,8801711813490,"","","","","","",""
831,Unimass Holdings Limited,http://www.unimassbd.com/,info@unimassbd.com,9661069,9667124,"","","","","","","",""
832,Union Development & Technologies Ltd.,http://www.uniondevelopment.org/,info@uniondevelopment.org,880258150897,58152520,48111715,48119375,8801841007777,"","","","",""
833,Unique Assets Ltd.,http://www.uniqueassetsltd.com/,uniqueassets@yahoo.com,"","","","","","","","","",""
834,Unique Living Ltd.,http://www.uniquelivingltd.com/,uniquelivingbd@yahoo.com,88029331386,"","","","","","","","",""
835,Unitech Holdings & Technologies Ltd.,http://www.unitechgroupbd.com/,unitechgroupbd@gmail.com,8828448,9888720,8431728,"","","","","","",""
836,United Garden Builders Ltd.,http://www.unitedgardenbd.com/,ugbl2003@gmail.com,8801738995544,8802996665253,"","","","","","","",""
837,United Livings Ltd.,http://www.unitedlivings.com/,rajeebulhelal@gmail.com,8801732064490,"","","","","","","","",""
838,United Property Solutions Ltd.,http://www.united.com.bd/,info@inited.com.bd,9861000,9886609,"","","","","","","",""
839,Upal And Associates Limited,http://htl-bd.com/,h.trader@tltdbd.net,88029332698,"","","","","","","","",""
840,Update Builders Limited,"",iqbal@updategroupbd.com,88029892453,"","","","","","","","",""
841,Urban Design & Development Ltd.,http://www.urban.com.bd/,marketing@uddl.com.bd,880255000721,55000705,55002201,55000680,"",55000700,8801713409119,"","",""
842,Urban Dwelling Ltd.,"",urbandwellingltd@gmail.com,88021939909003,"","","","","","","","",""
843,Urban Property Development Company (Pvt.) Ltd.,http://www.urbangroup-bd.com/,urbangroup@gmail.com,255048568,29859580,"","","","","","","",""
844,US-Bangla Assets Ltd.,http://www.usbassets.com/,info@us-bangla.com,8802222292608,8802222262610,8802222284818,"","","","","","",""
845,Uttaradhikar Properties Ltd.,http://www.uplbd.com/,uplbd07@gmail.com,8801912324094,"","","","","","","","",""
846,Uttaran Properties Ltd.,http://www.uttaranproperties.com/,uttaranland@yahoo.com,8801971556117,8801400508605,"","","","","","","",""
847,Valven Homes Limited,"",valvenhomes@gmail.com,8801713097645,"","","","","","","","",""
848,Ventura Properties Ltd.,http://www.venturabd.com/,info@venturabd.com,8809611446622,"","","","","","","","",""
849,Venture Engineers & Builders Ltd.,"","",312869060,8801712622103,"","","","","","","",""
850,Vertex Builders Limited,http://www.vertexbuildersbd.com/,vertexbuilders007@gmail.com,88028837207,"","","","","","","","",""
851,Villa Care Ltd.,http://www.villacarebd.com/,villacare@gmail.com,8801715400432,"","","","","","","","",""
852,Vision Developer & Builder’s Ltd. (VDBL),"",khan.saiful.2610@gmail.com,8801711629223,8801752850100,88028871426,"","","","","","",""
853,Vision Housing Ltd.,http://www.visionhousingltd.com/,vision_housing@yahoo.com,312854391,"","","","","","","","",""
854,Vista Properties Ltd.,http://www.vistepropertiesltd.com/,visteproperties@yahoo.com,312856881,"","","","","","","","",""
855,Vivek Real Estate Ltd.,http://www.vivekgroupbd.com/,info@vivekgroupbd.com,8618696,9663511,8629211,58612771,"","","","","",""
856,Wayon Properties (Pvt.) Ltd,http://www.wayonbd.com/,wayonbd@gmail.com,+880241040495,"","","","","","","","",""
857,Wealth Builders Ltd.,http://www.wealthbuilders.com/,wealth.bd@gmail.com,"","","","","","","","","",""
858,Wecon Properties Limited,http://www.p2pfamily.com/,info@p2pfamily.com,8803128571135,"","","","","","","","",""
859,Welcare Consortium Limited,http://www.welcaregroupbd.com/,welcaregreencity@gmail.com,8802223380188,8802223350434,8801632315191,"","","","","","",""
860,Welkin's Property Management Ltd.,http://test@test.com/,welkinsmpl@yahoo.com,8801707327265,8801713105573,"","","","","","","",""
861,Well Holdings Ltd.,"",wellholdingsltd@yahoo.com,8801617448899,8801618448899,2334470301,2334471365,"","","","","",""
862,Western Holdings Limited,http://www.wmsbd.com/,whl@wms.com.bd,88031712177,726579,"","","","","","","",""
863,White Stone Development Ltd.,"",whitestonebd2009@gmail.com,8801676667471,8801967006808,8801782515176,"","","","","","",""
864,Winner Properties Ltd.,"",winnerproperties2011@gmail.com,8801975032075,8801715032075,"","","","","","","",""
865,Wintech Development 2000 Ltd.,http://www.wintechdev2000ltd.com/,wintechd2000@yahoo.com,8802223365385,9634381,58611319,8801716219451,"","","","","",""
866,Wonderland Housing Ltd.,http://www.whlbd.com/,whlbd@yahoo.com,28414488,8801786242552,"","","","","","","",""
867,Wood Crest Homes Ltd.,http://www.woodcrestbd.com/,woodcrest.bangladesh@gmail.com,8801300970166,880184944940,8801748764412,"","","","","","",""
868,Ya-Habibi Properties Development Co. (Pvt.) Ltd.,"","",8801819703071,"","","","","","","","",""
869,Zaman Property Development Ltd.,http://www.zamanpdl.com/,sales@zamanpdl.com,2333336802,8801819311090,"","","","","","","",""
870,Zamzam Properties Limited,http://www.zamzamltd.com.bd/,zamzamproperties2009@gmail.com,8801713005002,88018139932951,"","","","","","","",""
871,Zubion Development Solutions Limited,http://www.zdslbd.com/,mahmud.fahad.press@gmail.com,880255001726,255001727,8801711466342,"","","","","","",""
