Company Name,Address,links,links-href,Number ,Number1,Number2,Number3,Number4,Cell No,Telephone No
Keya Cosmetics Ltd.,"Jarun, Konabari, Gazipur.",KEYACOSMET,https://dsebd.org/displayCompany.php?name=KEYACOSMET,01751 787781, '01998 008511,,,,1712675421,
KDS Accessories Limited,"191-192, Baizid Bostami Road, Nasirabad I/A, Chattogram-4210.",KDSALTD,https://dsebd.org/displayCompany.php?name=KDSALTD,031-681240-4, 031-681701-3, 031-685207-9,,,+88 01777 775 348,"031-681701-3, 031-685207-9, Ext-152"
Khan Brothers PP Woven Bag Industries Limited,"KBG Tower (7th & 8th Floor), 15 DIT Road, Malibagh Chowdhurypara,  Dhaka-1219.",KBPPWBIL,https://dsebd.org/displayCompany.php?name=KBPPWBIL,8332069,8332108,8355726,,,1611524105,"8332069, 8332108, 8355726       Ext-110"
Kay & Que (Bangladesh) Ltd.,"Anchor Towerrnrn108, Bir Uttam C. R. Datta RoadrnrnDhaka-1205.",KAY&QUE,https://dsebd.org/displayCompany.php?name=KAY&QUE,02-58610012-18. 02-58610027,,,,,01313-093636,02-58610012-8 (Ext. 108)
Karnaphuli Insurance Company Ltd.,"Meghna Life-Karnaphuli Bima Bhaban (13-14 floor), 11/B & D, Toyenbee Circular Road, Motijheel C/A, Dhaka - 1000",KARNAPHULI,https://dsebd.org/displayCompany.php?name=KARNAPHULI,223384808,223384809,,,,+88 01911 263 981,9569043 (Direct)
Jute Spinners Ltd.,"House No: 64, Road No: 12/A, Dhanmondi R/A, Dhaka- 1209.",JUTESPINN,https://dsebd.org/displayCompany.php?name=JUTESPINN,880-2-8129149,8113202,8130463,,,+88 01713 431 772,
JMI Syringes & Medical Devices Ltd.,"Corporate Office: Unique Heights, Level-11, 117, Kazi Nazrul Islam Avenue, Ramna, Dhaka-1217, Registered Office: 72/C, Progoti Shoroni, Middle Badda, Dhaka-1212,",JMISMDL,https://dsebd.org/displayCompany.php?name=JMISMDL,55138723,55138724, '8170681-5,,,+88 01777 742 344,"55138723, 55138724 Ext no. 307"
JMI Hospital Requisite Manufacturing Limited,"Unique Heights (Level -11), 117 Kazi Nazrul Islam Avenue, Ramna, Dhaka- 1217",JHRML,https://dsebd.org/displayCompany.php?name=JHRML,-55138661,,,,,+88 01777 742 569,
Janata Insurance PLC,"GA-95/D Link Road, Middle Badda, Gulshan-1, Dhaka-1212",JANATAINS,https://dsebd.org/displayCompany.php?name=JANATAINS,02-222262181-82, Ext. 112,,,,+88 01741 897 767,222296183 02-222262181-82 Extn. 112
Jamuna Oil Company Limited,"Jamuna Bhaban, Agrabad Commercial ArearnChattogram-4100",JAMUNAOIL,https://dsebd.org/displayCompany.php?name=JAMUNAOIL,031-724384, 031-720181-3 031-2520134-92520408,,,,01711-722500,031-724335 031-2520134-9 Ext-214
Jamuna Bank PLC.,"Jamuna Bank Tower (13th Floor), Plot-14, Block-C, Bir Uttam A.K Khandakar Road, Gulshan-1, Dhaka",JAMUNABANK,https://dsebd.org/displayCompany.php?name=JAMUNABANK,+8809610005678 Ex 0119,,,,,+88 01777 743 611,+8809610005678 Ex.0106
IT Consultants PLC.,"Evergreen Plaza (3rd Floor), 260/B, Tejgaon I/A, Dhaka -1208",ITC,https://dsebd.org/displayCompany.php?name=ITC,+88 02 9830310-13, +88 02 9830310-13, Ext-2070,,,01730-799989,"+88 02-9830310-13, Ext-2070"
Information Services Network Ltd.,"TMC Building (4th Floor), 52 New Eskaton Road, Dhaka-1000",ISNLTD,https://dsebd.org/displayCompany.php?name=ISNLTD,-48321907,,,,,+88 01939-904381,9602000001 (127)
Islami Insurance Bangladesh Limited,"DR Tower (11th Floor), 65/2/2 Purana Paltan, Dhaka.",ISLAMIINS,https://dsebd.org/displayCompany.php?name=ISLAMIINS,880-2-55112831-33,,,,,+88 01972 884 939,880-2-223382753
Islamic Finance & Investment PLC.,"Impetus Center (3rd Floor), 242/B Tejgaon- Gulshan Link Road, Tejgaon I/A, Dhaka-1208",ISLAMICFIN,https://dsebd.org/displayCompany.php?name=ISLAMICFIN,88 02 226603270-9,,,,,01713-012683,88 02 8878725-31 ext. 105
Islami Bank Bangladesh PLC.,"Islami Bank Tower, 40, Dilkusha C/A, Dhaka - 1000, Share & Bond Division: 63, Dilkusha C/A, (5th Floor) Dhaka-1000",ISLAMIBANK,https://dsebd.org/displayCompany.php?name=ISLAMIBANK,PABX: +88 02 223 383 040, 02 223 384 816, +88 01711 435 638,16259,,+88 01775525666 +8801325083000,
IPDC Finance PLC.,"Hosna Centre (4th Floor), 106, Gulshan Avenue, Dhaka-1212",IPDC,https://dsebd.org/displayCompany.php?name=IPDC,+880255068931-36 Ext-154,,,,,+88 01713 463 307,+880 55068931-36 Ext-112
Intraco Refueling Station Limited,"H# 40, R# 09, Block# J, Progati sarani Baridhara, Dhaka 1212",INTRACO,https://dsebd.org/displayCompany.php?name=INTRACO,88-02-9881887,8833854,,,,+88 01975 006 060,
Intech Limited,"3/1 - E (2nd Floor), Bijoy Nagar, Purana Paltan,  Dhaka-1000.",INTECH,https://dsebd.org/displayCompany.php?name=INTECH,01322-894549-50,,,,,+88 01322 894 545,
Index Agro Industries Limited,"XIC Point, Holding No. Kha-213/2, 213/3 and 213/5, Bir Uttam Rafiqul Islam Sarani, Middle Badda, Dhaka-1212.",INDEXAGRO,https://dsebd.org/displayCompany.php?name=INDEXAGRO,02-58817175, 02-222296442,,,,+88 01844 004 026,
International Leasing & Financial Services Ltd.,"DR Tower (13th Floor), 65/2/2, Bir Protik Gazi Golam Dostogir Road, Purana Paltan, Dhaka-1000",ILFSL,https://dsebd.org/displayCompany.php?name=ILFSL,-9558761, 9586671-75;,,,,+88 01677 552 192,"+880-2-9559639, 9586671-75 (Extension: 157)"
IFIL Islamic Mutual Fund-1,"Green City Edge Building (4th floor) 89, Kakrail, Dhaka- 1000.",IFILISLMF1,https://dsebd.org/displayCompany.php?name=IFILISLMF1,1970973681,,,,,+88 01970973654,88028300401
IFIC Bank 1st Mutual Fund,"Sky View Henolux Center, Office No: C-1, 1st Floor, 3/1, Purana Paltan, Dhaka-1000",IFIC1STMF,https://dsebd.org/displayCompany.php?name=IFIC1STMF,01302-399597, 01309-402782,,,,+88 01711 220 988,
IFIC Bank PLC,"IFIC Tower, 61, Purana Paltan, Dhaka-1000",IFIC,https://dsebd.org/displayCompany.php?name=IFIC,09666716250 (Hunting)  Ext.234,,,,,+88 01711 082 129,"0966671625, Ext. 122"
IFAD Autos PLC.,"IFAD TOWER, Plot-7 (New), Tejgaon Industrial Area, Dhaka-1208",IFADAUTOS,https://dsebd.org/displayCompany.php?name=IFADAUTOS,1966670916,9612114444, +88 02 9632753-7, +88 02 9632761-2,,+88 01966 670 915,"+88 02 9632753-7, +88 02 9632761-2, Ext-304"
IDLC Finance PLC.,"Bay’s Galleria (1st Floor), 57 Gulshan Avenue, Dhaka 1212",IDLC,https://dsebd.org/displayCompany.php?name=IDLC,+880 (2) 883 4990 (Auto Hunting),,,,,+ 88 01730 374 531,+880 (2) 883 4990 ext. 144 (Auto Hunting)
Islami Commercial Insurance Company Limited,"City Center, Level-16, 90/1, Motijheel C/A, Dhaka-1000.",ICICL,https://dsebd.org/displayCompany.php?name=ICICL,88-02-47113793-4, 88-02-9563451,,,,1787767676,
ICB AMCL Sonali Bank Limited 1st Mutual Fund,"Green City Edge (4th floor) 89, Kakrail, Dhaka- 1000.",ICBSONALI1,https://dsebd.org/displayCompany.php?name=ICBSONALI1,1970973681,,,,,+88 01970973654,88028300401
ICB Islamic Bank Limited,"T.K. Bhaban (15th Floor), 13 Kazi Nazrul Islam Avenue, Kawran Bazar, Dhaka -1215",ICBIBANK,https://dsebd.org/displayCompany.php?name=ICBIBANK,55012061-65,55012079,,,,+88 01847 090 781,55012061-65 Ext. 110
ICB Employees Provident MF 1: Scheme 1,"Green City Edge (4th floor) 89, Kakrail, Dhaka- 1000.",ICBEPMF1S1,https://dsebd.org/displayCompany.php?name=ICBEPMF1S1,1970973681,,,,,+88 01970973654,88028300401
ICB AMCL Second Mutual Fund,"Green City Edge (4th floor) 89, Kakrail, Dhaka- 1000.",ICBAMCL2ND,https://dsebd.org/displayCompany.php?name=ICBAMCL2ND,1970973681,,,,,+88 01970973654,88028300401
ICB AMCL First Agrani Bank Mutual Fund,"Green City Edge (4th floor), 89, Kakrail, Dhaka- 1000.",ICBAGRANI1,https://dsebd.org/displayCompany.php?name=ICBAGRANI1,1970973681,,,,,+88 01970973654,88028300401
ICB AMCL Third NRB Mutual Fund,"Green City Edge (4th floor), 89, Kakrail, Dhaka- 1000.",ICB3RDNRB,https://dsebd.org/displayCompany.php?name=ICB3RDNRB,1970973681,,,,,+88 01970973654,88028300401
Investment Corporation Of Bangladesh,"8, Rajuk Avenue (Level 14-21), Dhaka-1000",ICB,https://dsebd.org/displayCompany.php?name=ICB,2223358158, 09666777778 Ext-1414.,,,,+88 01674 904 507,2223353319
Indo-Bangla Pharmaceuticals Limited,"Plot-183 (7th Floor), Block-B, Ahmed Akber Sobhan Road, Bashundhara R/A, Dhaka-1229.",IBP,https://dsebd.org/displayCompany.php?name=IBP,9678777995, 0431-61028, 0431-2174977,,,+88 01777 685 176,9678777995
The IBN SINA  Pharmaceutical Industry PLC,"Tanin Center, 3, Asad Gate, Mirpur Road, Mohammadpur, Dhaka-1207",IBNSINA,https://dsebd.org/displayCompany.php?name=IBNSINA,02-41022151-8,,,,,01713 094075,02-41022151-8
IBBL Mudaraba Perpetual Bond,"Head Office, Islami Bank Tower,40, Dilkusha Commercial Area, Dhaka-1000.",IBBLPBOND,https://dsebd.org/displayCompany.php?name=IBBLPBOND,9563040, 9567161 - 7,9560099,,,,
IBBL 2nd Perpetual Mudaraba Bond,,IBBL2PBOND,https://dsebd.org/displayCompany.php?name=IBBL2PBOND,,,,,,,
Hwa Well Textiles (BD) PLC.,"Alamin Icon Center, Flat # A7, Level # 7, House No. # 57/4, Pragati Sarani, Kuril Bishwa Road, Dhaka-1212",HWAWELLTEX,https://dsebd.org/displayCompany.php?name=HWAWELLTEX,880-2-8412935,8412936,,,,+88 01841 041 441,880-2-8412937
H.R.Textile Ltd.,"Pride Hamza (5th Floor), House# 54, Road# 1, Sector- 6, Uttara, Dhaka-1230",HRTEX,https://dsebd.org/displayCompany.php?name=HRTEX,1990409190,,,,,+88 01990 409 011,
Hamid Fabrics PLC,"Hamid Tower (6th floor), 24 Gulshan C/A, Circle - 2, Dhaka 1212.",HFL,https://dsebd.org/displayCompany.php?name=HFL,8802-883 45 64-65, 883 41 04, 989 45 89; Ext. 401,402,,+88 01755 630 983,"8802-883 45 64-65, Ext. - 401"
Heidelberg Materials Bangladesh PLC.,"Symphony (6th & 7th Floor), Plot No: SE (F) 9, Road No: 142, Gulshan Avenue (South), Dhaka-1212.",HEIDELBCEM,https://dsebd.org/displayCompany.php?name=HEIDELBCEM,02-8815602, '02-58814700 (Ext.:304 & 305),,,,'01709651327,"880-02-58811691, Ext.:301"
Hami Industries PLC,"F-16, Lilypond Center, 3 RK Mission Road, Dhaka",HAMI,https://dsebd.org/displayCompany.php?name=HAMI,+880 1706188865,,,,,+880 1706188865,
Hakkani Pulp & Paper Mills Ltd.,"2/10 D.T.Road. North Pahartali,  Chittagong and Flat#B-3, Topkhana Road, Purana Paltan, Dhaka-1000(Share Office)",HAKKANIPUL,https://dsebd.org/displayCompany.php?name=HAKKANIPUL,01714-87508, +88-02-43151463,+88-02-43151464-65 (PABX), FAX-'+88-02-43152344,,01714-087510,"+88-02-43151463-EXT-126,"
GSP Finance Company (Bangladesh) Limited,"1, Paribagh, Mymensingh Road, Ramna, Dhaka‐ 1000.",GSPFINANCE,https://dsebd.org/displayCompany.php?name=GSPFINANCE,+8802 223360506,,,,,01768-729301,880-2 9674306 Ext-288
Green Delta Insurance PLC.,"Green Delta Aims Tower (6 Floor), 51-52 Mohakhali C/A, Dhaka-1212",GREENDELT,https://dsebd.org/displayCompany.php?name=GREENDELT,(880-2) 222263902,222261170,222281171, EXT: 246,,+88 01730 029 747,"8802 222263902, 222261170, 222281171 Ext-246"
Green Delta Mutual Fund,"I-K Tower (4th Floor), Plot # 2, Block # CEN (A) Gulshan North Avenue, Gulshan 2, Dhaka - 1212, Bangladesh",GREENDELMF,https://dsebd.org/displayCompany.php?name=GREENDELMF,+88 01730450478-9, +88 02 47117267, +88 02 47110306, +88 02 47116188,,+88 01714 045 171,
Grameen One : Scheme Two,"AIMS of Bangladesh LimitedUnique Trade Center (UTC),Level 6(SW),8 Panthopath, Karwan Bazar, Dhaka-1215.",GRAMEENS2,https://dsebd.org/displayCompany.php?name=GRAMEENS2,48120558,48120559,,,,8.80E+12,+(880-2) 481 20558-59 Ext-201
GQ Ball Pen Industries Ltd.,"G.Q. Building, 331/2, Tajuddin Ahmed Swaroni, Bara Magh Bazar, Dhaka - 1217",GQBALLPEN,https://dsebd.org/displayCompany.php?name=GQBALLPEN,9344630-9,,,,,1938877012,"9344630-9 , Ext.132"
GPH Ispat Ltd.,"Crown Chamber, 325 Asadgonj, Chattogram.",GPHISPAT,https://dsebd.org/displayCompany.php?name=GPHISPAT,+88 031 631460 (PABX), +88 031 2854997, +88 031 631460 (Ext: 149),,,+88 01718 224827,"+88 031 631460 (Ext: 127), +88 031 2866481"
Grameenphone Ltd.,"GPHOUSE, Bashundhara, Baridhara, Dhaka-1229, Bangladesh.",GP,https://dsebd.org/displayCompany.php?name=GP,1711555888,,,,,+88 01713 118 191,2.02E+11
Golden Son Ltd.,"Khowajnagar, P-O: Ajimpara, P-S: Karnaphuli, Chattogram.",GOLDENSON,https://dsebd.org/displayCompany.php?name=GOLDENSON,+880 31-617934,2864526, +880 55052098-99,,,+88 01755 645 047,+88055052098-99 (Ext. 202)
Global Insurance Limited,"Al-Razi Complex (12th floor), 166-167, Shaheed Syed Nazrul Islam Sarani, Purana Paltan, Dhaka-1000.",GLOBALINS,https://dsebd.org/displayCompany.php?name=GLOBALINS,55111601-3,9570450,9570147,55111604,,+88 01711 677 215,"55111601-3, 9570450,  9570147 (ext-201)"
ICB AMCL CMSF Golden Jubilee Mutual Fund,"Green City Edge (4th floor), 89, Kakrail, Dhaka- 1000.",GLDNJMF,https://dsebd.org/displayCompany.php?name=GLDNJMF,1970973681,,,,,+88 01970973654,88028300401
Global Islami Bank PLC,"Saiham Tower, House- 34, Road-136, Block # SE (C-1), Gulshan Model Town, Gulshan-1, Dhaka-1212.",GIB,https://dsebd.org/displayCompany.php?name=GIB,88-09617176037,,,,,1955500800,
Global Heavy Chemicals Limited,"37, Segun Bagicha, Dhaka-1000",GHCL,https://dsebd.org/displayCompany.php?name=GHCL,880-2-9330191,9357244,,,,01713-374873,02-48311900 Ext: 1616
Golden Harvest Agro Industries Ltd.,"Shanta Western Tower, Level-6, # 605, 186, Gushan-Tejgaon Link Road, Dhaka - 1208",GHAIL,https://dsebd.org/displayCompany.php?name=GHAIL,8.80E+12,,,,,+88 01313-082970,88028878669
Generation Next Fashions Limited,"Building # 348, Road # 05, DOHS Baridhara, Dhaka-1206",GENNEXT,https://dsebd.org/displayCompany.php?name=GENNEXT,8412625,8411623,8414302,,,1769969101,"8412625, 8411623, 8414302; Ext: 109"
Genex Infosys PLC,"Plot-42 & 69, Nitol Niloy Tower (Level 8), Nikunja-2, Khilkhet, Dhaka-1208",GENEXIL,https://dsebd.org/displayCompany.php?name=GENEXIL,+88 09 612 111 000, 01847-100131,,,,+88 01847 100 140,"+880255033757, Ext-309"
Gemini Sea Food PLC,"House # 44, Road # 16 (New), 27(old), Dhanmondi, Dhaka-1209",GEMINISEA,https://dsebd.org/displayCompany.php?name=GEMINISEA,41020596-41020602,,,,,01713-366907,+88-02-48118902 to +88-02-48118908 (Ext.-403)
GBB Power Ltd.,"GBB Power Limited, Momtaz Plaza (5th Floor), House # 7, Road # 4, Dhanmondi R/A, Dhaka-1205",GBBPOWER,https://dsebd.org/displayCompany.php?name=GBBPOWER,02-58616703,    02-58613322,    02-9666568, '01732401797,,+88 01552 302 021,"02-58616703,  02-58613322, 02-9666568   Ext-101"
Fu Wang Food Ltd.,"House-55, Road-17, Banani C/A, Dhaka-1213,Bangladesh",FUWANGFOOD,https://dsebd.org/displayCompany.php?name=FUWANGFOOD,8.80E+11,,,,,+8801701 222 901,"+880222287359-60, Ext-139"
Fu-Wang Ceramic Industries Ltd.,"Pearl Trade Centre (2nd Floor), Cha- 90/3, Pragati Sarani, North Badda, Dhaka-1212.",FUWANGCER,https://dsebd.org/displayCompany.php?name=FUWANGCER,2222282361,2222283275,,,,"01989196096, 01955576967","02222282361, 02222283275, EXT-110"
Fortune Shoes Limited,"Dhaka Office: Moon Island, Suite: C-3, Plot: 34 & 36rnRoad: 08, Block:E, Niketon, Gulshan-1, Dhaka-1212.",FORTUNE,https://dsebd.org/displayCompany.php?name=FORTUNE,29851132, '043163498, '043161776',,,1816382722,29851132
First Security Islami Bank PLC.,"Rangs RD Center, Block: SE (F), Plot: 03, Gulshan Avenue, Gulshan-1, Dhaka-1212, And 23 Dikusha C/A, Dhaka-1000 (Share Office)",FIRSTSBANK,https://dsebd.org/displayCompany.php?name=FIRSTSBANK,02-223357613, 02-223380229, 02-223390979,,,+88 01938 886 188,02-223357613
First Finance Limited,"Jahangir Tower (3rd Floor), 10, Kawran Bazar, Dhaka - 1215",FIRSTFIN,https://dsebd.org/displayCompany.php?name=FIRSTFIN,28189676,255013841,1987007714,,,+88 01987 007 879,255013841
Fine Foods Limited,"New market City Complex (Level -6), 44/1, Rahim Square, New Market, Dhaka -1205",FINEFOODS,https://dsebd.org/displayCompany.php?name=FINEFOODS,9671320,9667868,1926766469,,,+88 01926 766 469,"9671320, 9667868 ext.199"
Far East Knitting & Dyeing Industries Limited,"Moyeen Centre, House No. 9/B, Road No. 3, Gulshan 1, Dhaka 1212",FEKDIL,https://dsebd.org/displayCompany.php?name=FEKDIL,9848508,58810170,58814013,9857187,,1711593385,"9848508, 58810170,58814013 (ext. 103)"
Federal Insurance Company Ltd.,"Navana DH Tower (6th Floor), 6, Panthapath, Dhaka-1215",FEDERALINS,https://dsebd.org/displayCompany.php?name=FEDERALINS,55013781,55013782,1740857274,,,+88 01819 806 474,"55013881 55013781-2, Ext.: 13"
First Bangladesh Fixed Income Fund,"Sky View Henolux Center, Office No: C-1, 1st Floor, 3/1, Purana Paltan, Dhaka-1000",FBFIF,https://dsebd.org/displayCompany.php?name=FBFIF,01302-399597, 01309-402782,,,,+88 01711 220 988,
FAS Finance & Investment Limited,"Suvastu Imam Square (4th & 5th Floor),65, Gulshan Avenue, Gulshan- 1, Dhaka-1212.",FASFIN,https://dsebd.org/displayCompany.php?name=FASFIN,+88-2-58815841   '+ 88-09604046565,,,,,-1844014824,+88-2-58815841  '+ 88-09604046565 (ex-103)
Fareast Islami Life Insurance Co. Ltd.,"Fareast Tower (Level-18), 35 Topkhana Road, Dhaka-1000",FAREASTLIF,https://dsebd.org/displayCompany.php?name=FAREASTLIF,9613000123 Ext. 1032 & 1125,,,,,+88 01730113653,9613000123 Ext. 1014
Fareast Finance & Investment Limited,"Simpletree Lighthouse, (10th Floor), Plot-53, Road No.-21, Block-B, Kemal Ataturk Avenue Banani, Dhaka-1213",FAREASTFIN,https://dsebd.org/displayCompany.php?name=FAREASTFIN,55033328-30,55033334,,,,+88 01977334536,55033328
Far Chemical Industries Limited,"House No: 11 (Floor: 5-A), Block - F, Road No: 12, Niketon, Gulshan-1, Dhaka-1212",FARCHEM,https://dsebd.org/displayCompany.php?name=FARCHEM,-9858648,1794058818,,,,+88 01862 264 064,
Familytex (BD) Limited,"House # 127 (3rd Floor), Road # 10, Block # C, Niketon, Gulshan - 01, Dhaka.",FAMILYTEX,https://dsebd.org/displayCompany.php?name=FAMILYTEX,880-2-9881941,9881806,,,,,
Export Import (Exim) Bank of Bangladesh PLC.,"Exim Bank Tower, Plot # 15, Block # CWS (C), Bir Uttom A. K. Khondokar Road, Gulshan - 1, Dhaka-1212",EXIMBANK,https://dsebd.org/displayCompany.php?name=EXIMBANK,09 666 716 246,,,,,+88 01922 290 840,"88-02-55045547, Ext: 116"
EXIM Bank 1st Mutual Fund,"Sky View Henolux Center, Office No: C-1, 1st Floor, 3/1, Purana Paltan, Dhaka-1000",EXIM1STMF,https://dsebd.org/displayCompany.php?name=EXIM1STMF,01302-399597, 01309-402782,,,,+88 01711 220 988,
Evince Textiles Limited,"PLOT # 33, SECTION #7, MIRPUR, DHAKA.-1216",ETL,https://dsebd.org/displayCompany.php?name=ETL,880-2-8900870-4, 8900781-3,,,,+88 01717 333 243,"880-2-8900870-4, 8900781-3 Ext. 217"
Esquire Knit Composite PLC,"Esquire Tower, 21 Shaheed Tajuddin Ahmed Sarani, Tejgaon, Dhaka-1208",ESQUIRENIT,https://dsebd.org/displayCompany.php?name=ESQUIRENIT,+8809612443322 Ext: 788,,,,,+88 01713 333 040,+8809612443322 Ext. 788
Energypac Power Generation PLC.,"Energy Center, 25, Tejgaon, I/A, Dhaka-1208.",EPGL,https://dsebd.org/displayCompany.php?name=EPGL,02-8870669,,,,,1713061579,
Envoy Textiles Limited,"Envoy Tower, 18/E, Lake Circus Kalabagan (West Panthapath), Dhaka - 1205",ENVOYTEX,https://dsebd.org/displayCompany.php?name=ENVOYTEX,+88 02 41021684-87, 41021689-95,,,,01713-277534,
Emerald Oil Industries Ltd.,"Halimunnesa\'s Court (9th Floor), 23, Kakrail Road, Dhaka-1000",EMERALDOIL,https://dsebd.org/displayCompany.php?name=EMERALDOIL,01810-035028,,,,,+88 01810 035027,
Express Insurance Limited,"Al-Razi Complex (Royal Group), 9th Floor & 10th Floor, 166-167 Shahid Sayed Nazrul Islam Sarani, Bijoynagar, Dhaka 1000.",EIL,https://dsebd.org/displayCompany.php?name=EIL,02-9554421 PABX : 9561255,9569546,9557196,,,+8801818 644 552,9559546
Eastern Housing Limited,"125/A, Motijheel Commercial Area, Dhaka-1000",EHL,https://dsebd.org/displayCompany.php?name=EHL,'+88- 02-55033669, '+88- 02-9566303-5,,,,+88 01713 003 131,+88- 02-55033669   Ext-212
eGeneration PLC.,"Ranks Business Center, Level 9, Ka-218/1, Pragati Sarani, Kuril, Dhaka 1229",EGEN,https://dsebd.org/displayCompany.php?name=EGEN,02 8413076, 02 8419177,,,,+88 01755 631 620,"02 222293076, 02 222289177"
Eastern Cables Ltd.,"Bangladesh Steel & Engineering Corporation Bhaban, 102 Kazi Nazrul Islam Avenue, Karwan Bazar, Dhaka.",ECABLES,https://dsebd.org/displayCompany.php?name=ECABLES,312501290,312501297,,,,+88 01719141617,023-33301297
EBL NRB Mutual Fund,"Sky View Henolux Center, Office No: C-1, 1st Floor, 3/1, Purana Paltan, Dhaka-1000",EBLNRBMF,https://dsebd.org/displayCompany.php?name=EBLNRBMF,01302-399597, 01309-402782,,,,+88 01711 220 988,
EBL First Mutual Fund,"Sky View Henolux Center, Office No: C-1, 1st Floor, 3/1, Purana Paltan, Dhaka-1000",EBL1STMF,https://dsebd.org/displayCompany.php?name=EBL1STMF,01302-399597, 01309-402782,,,,+88 01711 220 988,
Eastern Bank PLC.,"100, Gulshan Avenue, Dhaka-1212",EBL,https://dsebd.org/displayCompany.php?name=EBL,01814-225335, +8809666777325 Ext. 8630,,,,+88 01817 543 805,+88 09666777325 Ext.8212
Eastern Lubricants Blenders PLC.,"Padma Bhaban, Sadarghat, Chattogram-4000",EASTRNLUB,https://dsebd.org/displayCompany.php?name=EASTRNLUB,02333354235-7, 02333357748-9,,,,1777703400,"02333354235-7, 02333357748-9, Ext.237"
Eastland Insurance PLC.,"13, Dilkusha C/A , Dhaka - 1000",EASTLAND,https://dsebd.org/displayCompany.php?name=EASTLAND,2223384600,,,,,1936329416,2223384600
Eastern Insurance Company Ltd.,"44, Dilkusha C/A,(1st & 2nd Floor), Dhaka-1000",EASTERNINS,https://dsebd.org/displayCompany.php?name=EASTERNINS,02223383033-4, 02223384246-8,,,,01715-952846,"9563033-34, 9564246-48 PABX-206"
Dutch-Bangla Bank PLC.,"47, Motijheel C/A, Dhaka",DUTCHBANGL,https://dsebd.org/displayCompany.php?name=DUTCHBANGL,9574196-8   ext. 119,,,,,+88 01847 278 119,47112240 (direct)
Dulamia Cotton Spinning Mills Ltd.,"Ancher Tower, 108, Bir Uttam C.R. Dutta Road, Dhaka-1205.",DULAMIACOT,https://dsebd.org/displayCompany.php?name=DULAMIACOT,+88-02 58610012-18, 03323-79357,,,,1713554206,+88-02 58610012-18 (Ext.-201)
Dragon Sweater and Spinning Limited,"25/2 D.I.T Road, Malibagh Chowdhury Para, Dhaka-1219",DSSL,https://dsebd.org/displayCompany.php?name=DSSL,8.80229E+11,88029346815,9339588,,,1913867976,
Desh Garments Ltd.,"Awal Centre (6th Floor), 34, Kemal Ataturk Avenue, Banani C/A, Dhaka -1213",DSHGARME,https://dsebd.org/displayCompany.php?name=DSHGARME,02-222276314, 02-222276019,,,,+88 01709 632 710,"02-222276314, 02-222276019, Ext.-203"
Doreen Power Generations and Systems Limited,"192/A, Eastern Road (3rd Floor), Lane-01, New DOHS, Mohakhali, Dhaka-1206",DOREENPWR,https://dsebd.org/displayCompany.php?name=DOREENPWR,02-2222-60744.,,,,,+88 01730 709 671,"+88-02-222260744, Ext. 117"
Dominage Steel Building Systems Limited,"J.R Casero Tower, 11th Floor,46, Mohakhali C/A, Dhaka-1212.",DOMINAGE,https://dsebd.org/displayCompany.php?name=DOMINAGE,02 222282140-43,,,,,01733-037301,88-02-222282140-43 ext-140
Dhaka Insurance Limited,"71, Purana Paltan Line Dhaka-1000",DHAKAINS,https://dsebd.org/displayCompany.php?name=DHAKAINS,58316139-43,,,,,+88 1819 165 454,58316139-43  Ex: 205
Dhaka Bank PLC.,"Plot: CWS(C)-10, Bir Uttam A.K. Khandaker Road, Gulshan-1, Dhaka-1212",DHAKABANK,https://dsebd.org/displayCompany.php?name=DHAKABANK,+8802 5831 4424-30  (Ext. 243),,,,,+88 01713 038 522,8802 5831 4424-30 (Ext. 241)
Desh General Insurance Company Limited,"Jiban Bima Bhaban, Front Block, Level-5, 10 Dilkusha C/A, Dhaka-1000",DGIC,https://dsebd.org/displayCompany.php?name=DGIC,02- 223390997-9, 02- 223391001,,,,+88 01772998707,"02-223390997-9, 02223391001 (ext: 114)"
Deshbandhu Polymer Limited,"Mostafa Center, House No 59, Road No 27, Block K, Banani, Dhaka 1213, Bangladesh.",DESHBANDHU,https://dsebd.org/displayCompany.php?name=DESHBANDHU,-58816645,1713375251,,,,1713375221,"+88-02-58816731 ,Ext.-221"
Dhaka Electric Supply Company Ltd.,"22/B Faruk Sarani, Nikunja-2, Khilkhet, Dhaka-1229",DESCO,https://dsebd.org/displayCompany.php?name=DESCO,8900110-11 8900820-23,8900330,,,,,02-8900330
Delta Spinners Ltd.,"254-B Khilgaon Chowdhury Para, Dhaka-1219, Bangladesh",DELTASPINN,https://dsebd.org/displayCompany.php?name=DELTASPINN,47213597,47213697,,,,+88 01711 541 132,"47213597, 47213697  Ext. No. 107"
Delta Life Insurance Company Ltd.,"Delta Life Tower, Plot # 37, Road # 90, Gulshan Circle – 2, Dhaka – 1212",DELTALIFE,https://dsebd.org/displayCompany.php?name=DELTALIFE,'09613666000, 55051919 Ext. 271,,,,+8 801713360300,09613666000 Ext. 166
Beximco Textiles Ltd.(Deb-14%),n/a,DEBBXTEX,https://dsebd.org/displayCompany.php?name=DEBBXTEX,n/a,,,,,,
Beximco Knitting Ltd.(Deb-14%),n/a,DEBBXKNI,https://dsebd.org/displayCompany.php?name=DEBBXKNI,n/a,,,,,,
Beximco Fisheries Ltd.(Deb-14%),n/a,DEBBXFISH,https://dsebd.org/displayCompany.php?name=DEBBXFISH,n/a,,,,,,
